CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|CODIGO_INTEGRIDAD|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
"=""231071B0100"""|231071B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""107"""|1|B|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|400|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|D||N/A|N/A|N/A|CATD||
"=""231071C0100"""|231071C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""107"""|1|C|0|2|2|188|232|2|232|6|29|SIN DATO|110|35|6|17|6|1|1|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|17|232|232|400|2|ALGUN DATO ILEGIBLE O SIN DATO|1|D|c5174f95e290ae5c9594013661bd7835dfb4b05cc493c2b4827e3d9aee877cd0|2022-06-06 02:28:00|2022-06-06 03:05:38|2022-06-06 03:13:36|CATD|ESCANER|ACTA PREP
"=""231072B0100"""|231072B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""107"""|1|B|0|2|2|411|286|0|286|8|28|2|127|16|4|57|22|3|2|-|0|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|14|286|286|677|0||1|D|d6dae4ceae107c2681f8fa2880ea7c0bf775efe89aab83af19fa34b6ca0949fe|2022-06-06 02:21:00|2022-06-06 02:23:45|2022-06-06 02:38:40|CATD|ESCANER|ACTA PREP
"=""231072C0100"""|231072C010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""107"""|1|C|0|2|2|422|270|5|275|8|45|6|99|26|12|44|17|2|3|-|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|11|SIN DATO|275|677|5||1|D|620f0571f0bfc674568f9c66272bf41513c6baa675ef895e06a546243cad64b0|2022-06-06 02:20:00|2022-06-06 03:01:36|2022-06-06 03:05:15|CATD|ESCANER|ACTA PREP
"=""231072C0200"""|231072C020002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""107"""|2|C|0|2|2|432|265|0|265|14|30|14|103|23|4|39|17|4|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|265|265|677|0||1|D|06933d6289c671a28201b02a9c1a9e1fe104ca987cbdc3f4750fecaa0c4247c3|2022-06-06 02:18:00|2022-06-06 02:20:39|2022-06-06 03:08:44|CATD|ESCANER|ACTA PREP
"=""231073B0100"""|231073B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""107"""|1|B|0|2|2|272|332|3|336|8|12|11|200|20|4|35|7|2|12|-|0|0|0|0|0|1|0|0|0|0|6|0|2|0|0|16|0|336|336|587|3||1|D|159a9dc69a112bce84c6922dda7466b1de2ef21b975622942febcf241ef9bcde|2022-06-05 21:54:38|2022-06-05 22:09:05|2022-06-05 22:14:08|CASILLA|MOVIL|ACTA PREP
"=""231074B0100"""|231074B010002|23|QUINTANA ROO|"=""13"""|DISTRITO 13|"=""107"""|1|B|0|2|2|322|420|0|420|12|28|22|263|20|1|47|6|4|2|-|1|0|0|0|2|0|0|0|0|0|3|0|1|0|0|0|8|420|420|722|0||1|D|4a142d6288ad1778f8c47c127bf2857f70c3a81eec40ef47973fbb539358c862|2022-06-06 02:27:00|2022-06-06 03:07:59|2022-06-06 03:12:46|CATD|ESCANER|ACTA PREP
"=""230298B0100"""|230298B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""298"""|1|B|0|1|2|343|316|3|343|27|13|7|SIN DATO|ILEGIBLE|60|95|15|4|4|11|2|SIN DATO|0|0|0|2|0|0|0|0|13|0|0|1|1|0|0|ILEGIBLE|255|637|3|ALGUN DATO ILEGIBLE O SIN DATO|1|D|2ecaa4603b8719b0a159fc45566bf6a5776295d15a3c4724b4587b3c90b00b4e|2022-06-06 01:23:00|2022-06-06 02:01:14|2022-06-06 02:10:03|CATD|ESCANER|ACTA PREP
"=""230298C0100"""|230298C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""298"""|1|C|0|1|2|378|271|5|279|22|15|5|34|11|66|71|13|1|2|3|2|0|0|0|0|1|0|0|0|0|10|0|1|0|2|0|20|279|279|636|5||1|D|c02881e69021d84bdbab3327de0cbfa8977b21bdbad6af9148ac764fd37ab0f4|2022-06-06 01:26:00|2022-06-06 02:20:28|2022-06-06 02:25:48|CATD|ESCANER|ACTA PREP
"=""230299B0100"""|230299B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""299"""|1|B|0|2|2|365|97|4|302|25|9|10|65|4|25|83|29|2|0|13|3|0|0|0|1|1|0|0|0|0|3|0|0|0|1|0|18|302|292|645|4||1|D|599e31defe8d59038bc63221ea00d7b6407aa4f3e201f41e9d7da2e588162188|2022-06-06 01:29:00|2022-06-06 02:08:26|2022-06-06 02:23:23|CATD|ESCANER|ACTA PREP
"=""230299C0100"""|230299C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""299"""|1|C|0|2|2|364|296|6|302|29|6|10|49|4|41|88|35|4|2|12|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|18|302|302|644|6||1|D|829de4d55a9d6046786bc23e6f9d6ecd1c69d398b9c41436fc248cd4f9a57966|2022-06-05 21:11:42|2022-06-05 20:15:29|2022-06-05 20:18:48|CASILLA|MOVIL|ACTA PREP
"=""230303B0100"""|230303B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""303"""|1|B|0|1|2|274|284|6|289|19|7|13|67|2|59|69|17|5|2|11|0|0|0|0|0|0|0|0|0|1|10|0|0|0|0|0|7|289|289|542|6||1|D|b21da90241d41184661c7c15df24ae00d9ee96651cbc63bd05b98a978e190ede|2022-06-05 21:28:53|2022-06-05 21:36:30|2022-06-05 21:46:14|CASILLA|MOVIL|ACTA PREP
"=""230303C0100"""|230303C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""303"""|1|C|0|1|2|270|290|4|295|26|6|8|64|2|48|75|18|2|0|15|0|1|0|0|2|0|0|0|0|1|11|0|2|0|0|0|14|295|295|542|4||1|D|e0475fccb7ea75daee5165bce650883a2e0dcd90bb5439ecb11412ae4cc1a96c|2022-06-05 21:33:05|2022-06-05 21:42:04|2022-06-05 21:49:18|CASILLA|MOVIL|ACTA PREP
"=""230304B0100"""|230304B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""304"""|1|B|0|1|2|270|275|5|283|20|11|6|47|7|53|79|14|2|3|13|0|0|1|0|0|0|0|0|0|0|15|0|2|0|0|0|10|283|283|528|5||1|D|de123e2b681e29b7e615079f3b5281da7e6bb267f5f13276c5c8c88f66138845|2022-06-05 23:35:26|2022-06-05 23:39:47|2022-06-06 00:10:23|CASILLA|MOVIL|ACTA PREP
"=""230304C0100"""|230304C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""304"""|1|C|0|1|2|275|271|6|275|20|7|11|38|2|56|74|19|5|2|22|0|SIN DATO|0|0|0|1|0|0|0|0|5|0|1|0|1|0|11|275|275|528|6|ALGUN DATO ILEGIBLE O SIN DATO|1|D|f547c32b25af6813f8d4bdf4aadf17212602e86cf6953003a5fcc759c6ce7760|2022-06-06 01:24:00|2022-06-06 02:03:21|2022-06-06 02:22:30|CATD|ESCANER|ACTA PREP
"=""230305B0100"""|230305B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""305"""|1|B|0|1|2|282|310|6|316|23|14|7|52|0|60|83|19|2|2|27|0|0|0|0|1|0|0|0|0|0|7|0|1|0|0|1|18|316|317|576|6||1|D|20992e313be15bad0f47a135f293d1f5a34c4c863a73b8b4bd3f4ab256ecfeef|2022-06-05 22:41:00|2022-06-05 23:18:28|2022-06-05 23:46:42|CATD|ESCANER|ACTA PREP
"=""230305C0100"""|230305C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""305"""|1|C|0|1|2|284|306|7|313|27|10|6|41|4|75|83|14|3|2|24|0|0|1|0|1|0|0|0|0|0|8|0|0|0|0|0|13|313|312|575|7||1|D|03ad8948c1d056b5c984af137cc9813dddd15a1bd6b0c5671d7a6146442cb619|2022-06-05 21:47:19|2022-06-05 21:59:42|2022-06-05 22:15:23|CASILLA|MOVIL|ACTA PREP
"=""230306B0100"""|230306B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""306"""|1|B|0|1|2|199|305|7|311|32|9|5|34|3|65|114|9|1|2|17|0|0|0|0|0|1|0|0|0|0|6|0|0|0|0|0|13|311|311|489|7||1|D|03a4dfc69012aef1163146904b8063f4eb181097da22be231ad04c92dc5697ce|2022-06-05 22:24:53|2022-06-05 22:39:34|2022-06-05 23:01:19|CASILLA|MOVIL|ACTA PREP
"=""230306C0100"""|230306C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""306"""|1|C|0|1|2|222|284|5|289|20|16|4|41|2|78|90|5|0|3|13|0|0|0|0|0|0|0|0|1|0|2|0|1|0|0|0|13|289|289|489|5||1|D|ddd501c59bd20ca301a537b46013bfc75c664a161216ae0ca92385bfcb410157|2022-06-06 00:09:00|2022-06-06 00:25:00|2022-06-06 00:30:27|CATD|ESCANER|ACTA PREP
"=""230307B0100"""|230307B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|1|B|0|1|2|353|346|12|358|32|11|5|45|3|79|95|18|12|2|23|2|3|0|0|0|2|0|0|0|0|8|0|0|0|0|0|18|358|358|689|12||1|D|b4f2afc5c5159647dcef445e903139036a954cc9ef0c14e6be8f7e15d83e62bf|2022-06-05 21:38:11|2022-06-05 21:51:04|2022-06-05 22:57:42|CASILLA|MOVIL|ACTA PREP
"=""230307C0100"""|230307C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|1|C|0|1|2|377|334|0|334|28|14|11|61|7|62|80|15|2|6|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|334|334|689|0||1|D|6409b575aef2acf14a5dbbaa2059aa1d7f309d0d9c04a7d4649ce8418fa4471a|2022-06-05 23:37:00|2022-06-05 23:53:33|2022-06-06 00:01:23|CATD|ESCANER|ACTA PREP
"=""230307C0200"""|230307C020002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|2|C|0|1|2|370|339|8|341|24|13|5|54|12|67|81|18|5|6|17|4|0|0|0|15|0|0|0|0|0|0|0|0|0|0|0|20|341|341|689|8||1|D|0ac813837c18538181d9196637c372950a2a540c11704e5e4dd0f99d312f03ce|2022-06-05 21:57:50|2022-06-05 22:19:57|2022-06-05 22:25:17|CASILLA|MOVIL|ACTA PREP
"=""230307C0300"""|230307C030002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|3|C|0|1|2|391|315|5|320|26|19|14|51|9|57|81|19|4|5|13|6|0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|10|320|323|689|5||1|D|def34efc3143c05ef0b03c74628702e9724633b6ca200d681b67310f2b5585da|2022-06-05 23:52:00|2022-06-06 00:02:35|2022-06-06 00:15:41|CATD|ESCANER|ACTA PREP
"=""230307C0400"""|230307C040002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|4|C|0|1|2|393|315|3|318|37|6|9|42|8|59|76|20|6|4|14|3|1|0|0|1|2|0|0|0|0|6|0|0|1|1|0|22|318|318|689|3||1|D|526e2052295b919be4db4f0252ede1f06d69965d28186763f4202a2654cd57b1|2022-06-06 00:25:00|2022-06-06 00:50:22|2022-06-06 00:57:10|CATD|ESCANER|ACTA PREP
"=""230307C0500"""|230307C050002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|5|C|0|1|2|391|312|7|319|24|8|8|64|64|58|78|11|4|4|22|0|0|0|0|0|0|0|0|1|1|9|0|1|0|0|0|22|319|379|688|7||1|D|f2df0b283c3824ff6d5315f9da4aa1ee6231698726dee0f624d9c66230e2cdac|2022-06-05 22:22:12|2022-06-05 22:36:01|2022-06-05 22:40:23|CASILLA|MOVIL|ACTA PREP
"=""230307C0600"""|230307C060002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|6|C|0|1|2|373|330|7|337|25|8|9|62|4|62|96|17|6|3|19|1|1|0|0|0|0|0|0|0|0|5|0|2|0|0|2|14|337|336|688|7||1|D|2fb8a0b0546cc6ea20f1ec2f94c28769c3d4c3f79acc29ef33323251924108b8|2022-06-05 21:30:02|2022-06-05 21:36:01|2022-06-05 21:43:37|CASILLA|MOVIL|ACTA PREP
"=""230307C0700"""|230307C070002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|7|C|0|1|2|396|306|6|396|28|5|10|51|14|79|91|10|3|1|14|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|6|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|9|312|322|688|6|ALGUN DATO ILEGIBLE O SIN DATO|1|D|3795e287b57b0b734ef9653f958fbc6ebf954273fbb2d008287a4607d30ffcc0|2022-06-05 22:29:00|2022-06-05 23:04:12|2022-06-05 23:06:03|CASILLA|MOVIL|ACTA PREP
"=""230307C0800"""|230307C080002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""307"""|8|C|0|1|2|402|304|4|309|25|6|4|50|7|50|90|22|4|ILEGIBLE|SIN DATO|3|4|0|0|0|1|0|0|0|0|ILEGIBLE|0|1|0|0|ILEGIBLE|ILEGIBLE|309|267|688|4|ALGUN DATO ILEGIBLE O SIN DATO|1|D|43966acb13619b2b87f419905ae4e66a17d212b5f585e9228fbfe2d01e6f42d3|2022-06-06 00:22:00|2022-06-06 00:45:01|2022-06-06 00:47:47|CATD|ESCANER|ACTA PREP
"=""230315B0100"""|230315B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""315"""|1|B|0|1|2|252|329|7|336|37|22|6|40|5|75|89|12|2|3|23|1|0|1|0|0|1|0|0|0|0|4|0|3|0|0|0|12|336|336|566|7||1|D|c1821fd7bba12580080b150fc1b9a0d64acfe9c1d46925af0ebe078598c8ba23|2022-06-05 21:18:45|2022-06-05 20:21:49|2022-06-05 20:27:48|CASILLA|MOVIL|ACTA PREP
"=""230315C0100"""|230315C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""315"""|1|C|0|1|2|245|337|5|342|33|16|5|26|3|105|86|13|1|6|29|0|0|1|0|2|0|0|0|0|0|6|0|0|0|0|0|10|342|342|565|5||1|D|59d485484507788125fe7c34b3549e3ed4f4381ff04648cfddebeaf5403116f1|2022-06-05 21:09:44|2022-06-05 21:17:54|2022-06-05 21:28:20|CASILLA|MOVIL|ACTA PREP
"=""230317B0100"""|230317B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""317"""|1|B|0|1|2|255|340|4|344|33|19|4|33|6|86|94|12|3|4|26|0|1|0|0|0|0|0|0|0|1|7|0|0|0|0|2|13|344|344|577|4||1|D|77b776be4b9b915fb11959867b14dfd991c1871ed4e37392e19dd3c813b10da2|2022-06-05 21:10:32|2022-06-05 21:24:12|2022-06-05 21:34:29|CASILLA|MOVIL|ACTA PREP
"=""230317C0100"""|230317C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""317"""|1|C|0|1|2|256|337|5|342|27|18|3|38|3|98|98|10|1|5|16|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|7|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|15|342|342|576|5|ALGUN DATO ILEGIBLE O SIN DATO|1|D|1c642284f7ef81f711332e92f889585a5ab696e33075623c4bd331187793bbdd|2022-06-05 21:15:31|2022-06-05 21:25:47|2022-06-05 21:35:31|CASILLA|MOVIL|ACTA PREP
"=""230317C0200"""|230317C020002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""317"""|2|C|0|1|2|261|332|5|337|33|28|2|42|7|71|102|10|6|5|17|0|0|0|0|0|0|0|0|0|5|0|0|2|0|0|1|6|337|337|576|5||1|D|1807590d0f64da512ce67bca64e55b6530ec364955908706f14930d784dcb697|2022-06-05 20:49:58|2022-06-05 20:52:28|2022-06-05 20:59:15|CASILLA|MOVIL|ACTA PREP
"=""230318B0100"""|230318B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""318"""|1|B|0|1|2|230|353|11|364|36|15|11|60|11|79|98|10|1|1|16|1|0|0|0|0|1|0|0|0|1|6|2|1|0|0|0|14|364|364|572|11||1|D|c02bec86b10371c8858e88cccbd2afdff58c3393f192e84727707da32fbfd1f6|2022-06-05 21:57:14|2022-06-05 23:14:44|2022-06-05 23:59:27|CASILLA|MOVIL|ACTA PREP
"=""230318C0100"""|230318C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""318"""|1|C|0|1|2|258|330|5|335|28|10|2|48|6|81|96|12|4|8|17|2|0|0|0|0|1|0|0|0|0|9|1|1|0|0|0|9|335|335|571|5||1|D|63f54aee5dc75491721fdb5b74e859e46a06487e48f7372f4f78d15b0b64fee3|2022-06-05 21:50:59|2022-06-05 22:20:00|2022-06-05 22:26:35|CASILLA|MOVIL|ACTA PREP
"=""230319B0100"""|230319B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""319"""|1|B|0|1|2|248|386|9|395|46|14|6|66|5|94|100|5|4|4|30|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|9|1|1|SIN DATO|SIN DATO|SIN DATO|9|395|395|621|9|ALGUN DATO ILEGIBLE O SIN DATO|1|D|c6d96ce940c642d7e001fb0b67ad2aedc444ef8c42b6b460473200e3c263f78d|2022-06-06 00:40:00|2022-06-06 00:48:34|2022-06-06 01:02:33|CATD|ESCANER|ACTA PREP
"=""230319C0100"""|230319C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""319"""|1|C|0|1|2|287|353|3|356|30|17|3|60|11|85|91|11|1|2|20|1|0|0|0|3|0|0|0|0|0|8|0|2|0|1|1|9|356|356|621|3||1|D|ebb2716feeeb98bd7af60ae9c202ed2f11a8850afc7404ba7dfa67faa6ce933c|2022-06-06 00:18:00|2022-06-06 01:08:35|2022-06-06 01:21:50|CATD|ESCANER|ACTA PREP
"=""230320B0100"""|230320B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""320"""|1|B|0|1|2|238|309|7|316|37|11|1|52|5|66|84|8|5|3|17|0|0|0|0|0|0|0|1|0|0|10|0|0|0|0|0|16|316|316|532|7||1|D|01e7888c0b37598d99ff54fe51573d8b97760d0e3c3739a000fd3862fdd15555|2022-06-06 00:19:00|2022-06-06 01:08:39|2022-06-06 01:17:34|CATD|ESCANER|ACTA PREP
"=""230320C0100"""|230320C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""320"""|1|C|0|1|2|253|295|5|300|18|12|5|50|5|67|81|10|2|5|23|1|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|13|300|300|531|5||1|D|1836e78d8bed0c59ce34226ad849680ff89540489a0c6d9e2b202d8789c50406|2022-06-05 22:53:00|2022-06-05 23:28:09|2022-06-05 23:54:08|CATD|ESCANER|ACTA PREP
"=""230321B0100"""|230321B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""321"""|1|B|0|1|2|SIN DATO|195|8|SIN DATO|14|9|1|26|5|43|57|11|3|2|11|0|1|0|0|0|0|0|0|0|0|11|0|1|0|0|0|8|203|203|385|8||1|D|6ac18ba5b985ae4c5a2afb9e0d4f868bbe6899425d77044c639b4e750bafc637|2022-06-05 21:12:41|2022-06-05 21:26:17|2022-06-05 21:36:29|CASILLA|MOVIL|ACTA PREP
"=""230321C0100"""|230321C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""321"""|1|C|0|1|2|213|190|4|194|15|7|5|14|4|43|60|11|2|3|12|0|0|0|0|1|0|0|0|0|0|10|0|0|0|0|0|7|194|194|385|4||1|D|a8c692d4e578ad5139f909e95418530ea52de0713b050367ba3b25ba8ab01272|2022-06-05 21:50:00|2022-06-05 21:59:49|2022-06-05 22:10:46|CATD|ESCANER|ACTA PREP
"=""230322B0100"""|230322B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""322"""|1|B|0|1|2|249|243|6|249|21|12|6|33|9|54|62|13|2|2|13|0|0|0|0|0|0|0|0|0|0|5|0|3|0|0|0|14|249|249|509|6||1|D|49f3be97f7c6608d57badbd013a76dc130ac62a46695c5d4bdcf468dd13b3412|2022-06-05 21:04:55|2022-06-05 21:14:39|2022-06-05 21:24:17|CASILLA|MOVIL|ACTA PREP
"=""230322C0100"""|230322C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""322"""|1|C|0|1|2|287|243|1|244|24|SIN DATO|8|5|27|5|47|79|11|2|3|0|0|0|0|0|0|0|0|0|0|1|1|1|SIN DATO|2|0|SIN DATO|11|216|509|1|ALGUN DATO ILEGIBLE O SIN DATO|1|D|9b827ae2c40e03fb61c5f04ee0ec51533033975c01f7a730b5a3dd56a5799c33|2022-06-05 22:20:00|2022-06-05 22:29:58|2022-06-05 22:45:21|CATD|ESCANER|ACTA PREP
"=""230322C0200"""|230322C020002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""322"""|2|C|0|1|2|274|253|4|257|28|14|4|44|7|55|68|12|2|1|10|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|10|257|257|509|4||1|D|83ed3e38fabedd44ae5d45ff5f5e6ead87647342309adeb45303e646964a4a66|2022-06-05 23:43:00|2022-06-05 23:58:48|2022-06-06 00:08:53|CATD|ESCANER|ACTA PREP
"=""230323B0100"""|230323B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""323"""|1|B|0|1|2|167|240|8|248|28|9|3|47|3|56|65|2|3|0|15|0|1|0|0|0|1|0|1|0|0|5|0|0|0|0|1|8|248|248|393|8||1|D|26c025b17b1f2a993c562ea61cf8cf50c749a692c2abf880598121dd8dcea968|2022-06-05 20:53:35|2022-06-05 20:58:06|2022-06-05 21:07:05|CASILLA|MOVIL|ACTA PREP
"=""230323C0100"""|230323C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""323"""|1|C|0|1|2|159|248|7|255|16|10|6|44|4|55|59|5|4|3|18|0|0|0|0|0|1|0|0|0|2|12|0|2|0|0|0|16|255|257|392|7||1|D|f768a8225740ff0bf6800ab8fd3d52e64ab89d738b67d7602fae3b6dc9d29675|2022-06-05 22:01:45|2022-06-05 22:23:04|2022-06-05 22:56:18|CASILLA|MOVIL|ACTA PREP
"=""230329B0100"""|230329B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""329"""|1|B|0|1|2|194|217|6|223|31|7|6|15|4|60|59|12|2|2|7|1|1|1|0|0|0|0|0|0|0|2|0|1|0|0|0|10|SIN DATO|221|396|6||1|D|24a59e51cdd773e962e467ac91658b57c7dd425da390e041552e64a29f883219|2022-06-05 20:58:54|2022-06-05 21:09:56|2022-06-05 21:12:33|CASILLA|MOVIL|ACTA PREP
"=""230329C0100"""|230329C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""329"""|1|C|0|1|2|187|226|5|231|31|11|6|37|2|46|55|11|2|2|4|1|1|0|0|0|0|0|0|0|0|9|0|0|0|0|1|12|231|231|396|5||1|D|6d8a8893902b30b8a06844737067c10a7cb0de65c8549a2cfcd79b6ad8381335|2022-06-05 21:34:39|2022-06-05 21:41:06|2022-06-05 21:48:37|CASILLA|MOVIL|ACTA PREP
"=""230330B0100"""|230330B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""330"""|1|B|0|1|2|244|323|5|328|33|11|6|52|4|74|81|23|7|2|16|0|0|0|0|0|2|0|1|0|0|3|1|0|0|0|1|11|328|328|550|5||1|D|ecfb945506841b33616043826b181b645f82a18d74196e1ba5bb7102baf66c93|2022-06-05 21:34:07|2022-06-05 20:43:17|2022-06-05 20:46:28|CASILLA|MOVIL|ACTA PREP
"=""230330C0100"""|230330C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""330"""|1|C|0|1|2|278|287|6|293|29|8|10|45|2|67|70|17|3|1|23|1|2|0|0|0|0|0|0|0|0|3|0|0|0|0|1|11|293|293|549|6||1|D|dc53be0f92d42c74d0e3f15c800e5dd1e3796579553a72215611744714bc0c18|2022-06-05 22:02:00|2022-06-05 22:14:40|2022-06-05 22:32:14|CATD|ESCANER|ACTA PREP
"=""230331B0100"""|230331B010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""331"""|1|B|0|1|2|174|218|7|225|21|12|8|33|5|38|48|11|2|2|21|1|1|0|0|0|0|0|1|0|0|9|0|0|0|0|0|12|225|225|377|7||1|D|91964d6231602da138a78822415991c36701dce204399c87e6730dd8781d3c7a|2022-06-05 22:58:00|2022-06-05 23:03:26|2022-06-05 23:14:13|CATD|ESCANER|ACTA PREP
"=""230331C0100"""|230331C010002|23|QUINTANA ROO|"=""14"""|DISTRITO 14|"=""331"""|1|C|0|1|2|199|193|7|199|SIN DATO|99|12|3|25|1|34|48|6|1|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|9|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|9|199|251|377|7|ALGUN DATO ILEGIBLE O SIN DATO|1|D|64507c709b21ff9bd9182310b295dbfd371a117fffd3f61d1dbf101fb2b966b1|2022-06-05 22:32:00|2022-06-05 23:43:28|2022-06-06 00:06:50|CATD|ESCANER|ACTA PREP
