CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|TOTAL_BOLETAS_SOBRANTES|TOTAL_PERSONAS_VOTARON|TOTAL_REP_PARTIDO_CI_VOTARON|TOTAL_VOTOS_SACADOS|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL_VOTOS_ASENTADO|TOTAL_VOTOS_CALCULADO|LISTA_NOMINAL|REPRESENTANTES_PP_CI|OBSERVACIONES|CONTABILIZADA|MECANISMOS_TRASLADO|CODIGO_INTEGRIDAD|FECHA_HORA_ACOPIO|FECHA_HORA_CAPTURA|FECHA_HORA_VERIFICACION|ORIGEN|DIGITALIZACION|TIPO_DOCUMENTO
"=""230170C0200"""|230170C020002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""170"""|2|C|0|1|2|474|190|7|197|125|13|3|8|6|17|15|8|3|1|-|SIN DATO|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|1|197|202|651|7|ALGUN DATO ILEGIBLE O SIN DATO|1|I|322a361c6a3350f4034903cbb852efcc4dc94d563a8e177b7047ce11de929c0c|2022-06-06 04:54:00|2022-06-06 06:39:22|2022-06-06 07:03:24|CATD|ESCANER|ACTA PREP
"=""230170C0300"""|230170C030002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""170"""|3|C|0|1|2|474|189|8|197|114|20|2|16|4|9|19|7|2|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|197|197|651|8||1|I|4437aabf74c0147d703f0f58007e238bb937daec29dbb76654468a65e4d87c08|2022-06-06 04:53:00|2022-06-06 06:37:59|2022-06-06 06:55:45|CATD|ESCANER|ACTA PREP
"=""230177B0100"""|230177B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""177"""|1|B|0|2|2|339|425|2|425|20|7|3|189|34|8|89|29|1|5|-|0|1|0|0|1|0|0|0|0|1|12|0|1|0|0|0|24|425|425|744|2||1|I|b49331fd5289a2adb660260195f82970ee6e5b838d9ecf6636b32fe1a50f47a4|2022-06-06 01:53:00|2022-06-06 02:04:11|2022-06-06 02:07:01|CATD|ESCANER|ACTA PREP
"=""230177C0100"""|230177C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""177"""|1|C|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|743|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|I||N/A|N/A|N/A|CATD||
"=""230177C0200"""|230177C020002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""177"""|2|C|0|2|2|359|400|4|404|11|3|3|162|26|5|108|27|7|7|-|1|0|0|0|0|1|0|0|0|4|5|0|4|1|1|0|32|404|408|743|4||1|I|c813e9b214493eafc61d494661aea3bf4600d488e52168483ad2bbde65c84881|2022-06-06 02:13:00|2022-06-06 02:23:25|2022-06-06 02:26:30|CATD|ESCANER|ACTA PREP
"=""230177C0300"""|230177C030002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""177"""|3|C|0|2|2|364|763|5|763|24|2|3|162|35|9|104|26|0|4|-|0|0|0|0|0|0|0|1|0|1|6|1|2|0|0|0|19|399|399|743|5||1|I|9a2ff5aa1ff1fa7b014c2440259ef9ee114738d6b570e97c6316fcdfeed35dc5|2022-06-06 02:03:00|2022-06-06 02:13:40|2022-06-06 02:16:46|CATD|ESCANER|ACTA PREP
"=""230177C0400"""|230177C040002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""177"""|4|C|0|2|2|348|414|3|SIN DATO|23|9|6|153|42|6|119|21|1|8|-|1|ILEGIBLE|ILEGIBLE|ILEGIBLE|1|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|1|7|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|21|SIN DATO|419|743|3|ALGUN DATO ILEGIBLE O SIN DATO|1|I|fb811b1dffbb8403da957fb20a106bb11304df6891552875b819ad8790560452|2022-06-05 22:26:22|2022-06-05 23:12:18|2022-06-05 23:15:56|CASILLA|MOVIL|ACTA PREP
"=""230178B0100"""|230178B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""178"""|1|B|0|2|2|345|422|2|424|11|4|3|178|71|6|98|29|1|2|-|0|0|0|0|0|1|0|0|0|2|8|0|0|0|0|0|10|424|424|749|2||1|I|4eb75a5a60f869965a03e02187ccfff924b6828a5313ec00cfeed906b076a979|2022-06-06 01:59:00|2022-06-06 08:51:41|2022-06-06 08:57:12|CATD|ESCANER|ACTA PREP
"=""230178C0100"""|230178C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""178"""|1|C|0|2|2|378|387|3|390|24|4|2|156|43|10|100|14|3|3|-|0|0|0|0|1|0|0|0|0|2|8|0|1|0|0|0|19|390|390|748|3||1|I|926c9a6e445c12fad8f18b736e3e7ce52693f1af7eaef95cbee4cf2d0a1a2ea9|2022-06-06 02:14:00|2022-06-06 02:24:53|2022-06-06 02:27:21|CATD|ESCANER|ACTA PREP
"=""230178C0200"""|230178C020002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""178"""|2|C|0|2|2|374|391|3|394|15|5|3|147|41|9|108|29|1|0|-|0|1|0|0|2|1|0|0|0|1|10|0|1|0|0|1|19|394|394|748|3||1|I|1cbca634d83dd1592893cbad3dfe6f038b9003b1c7265cd8120780d7b329f936|2022-06-06 01:58:00|2022-06-06 02:11:15|2022-06-06 02:12:36|CATD|ESCANER|ACTA PREP
"=""230179B0100"""|230179B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|1|B|0|2|2|497|276|7|283|15|9|3|105|9|16|70|14|4|3|-|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|20|283|270|740|7||1|I|dbb7f7cbdec2aa812454d98c94886f44ae2a711bc00362e4f9c5e1488d31b115|2022-06-05 22:01:21|2022-06-05 22:33:32|2022-06-05 22:40:47|CASILLA|MOVIL|ACTA PREP
"=""230179C0100"""|230179C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|1|C|0|2|2|459|280|1|281|18|5|0|123|17|13|74|9|2|2|-|1|1|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|2|SIN DATO|3|SIN DATO|1|1|8|281|281|740|1|ALGUN DATO ILEGIBLE O SIN DATO|1|I|c97104b0691eef63af9ec5e7ad84ae3dca7b11bef592f934a50fff49413506ed|2022-06-06 02:47:00|2022-06-06 03:27:52|2022-06-06 03:33:25|CATD|ESCANER|ACTA PREP
"=""230179C0200"""|230179C020002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|2|C|0|2|2|420|338|0|SIN DATO|17|3|0|ILEGIBLE|9|15|81|17|ILEGIBLE|1|-|3|3|0|1|1|0|0|0|6|1|4|3|2|0|1|SIN DATO|ILEGIBLE|ILEGIBLE|168|740|0|ALGUN DATO ILEGIBLE O SIN DATO|1|I|2875ae156d88f6a84493468993c4f865bb4ac4415e01044d067a3ebc18cea834|2022-06-06 02:29:00|2022-06-06 08:22:03|2022-06-06 08:24:34|CATD|ESCANER|ACTA PREP
"=""230179C0300"""|230179C030002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|3|C|0|2|2|429|319|5|324|15|16|2|132|11|17|85|13|1|4|-|0|2|0|0|0|0|0|0|0|0|7|0|0|0|0|2|13|320|320|740|5||1|I|35057327e1fd7aa15347e96ab7f35061fe8aaa9c0a432bd12e7d6a3c35f2da03|2022-06-06 02:30:00|2022-06-06 02:46:27|2022-06-06 02:53:19|CATD|ESCANER|ACTA PREP
"=""230179C0400"""|230179C040002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|4|C|0|2|2|437|317|6|323|17|8|2|127|7|14|90|12|1|8|-|1|3|0|0|0|0|0|0|0|0|4|3|0|1|1|0|24|323|323|740|6||1|I|db9de426d9ec894442aa866d846d3335186cfb3980c7260a3e41eb81055db35e|2022-06-06 02:33:00|2022-06-06 02:50:06|2022-06-06 02:51:23|CATD|ESCANER|ACTA PREP
"=""230179C0500"""|230179C050002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|5|C|0|2|2|460|297|3|300|15|7|3|125|13|13|83|10|1|5|-|SIN DATO|1|0|0|0|0|0|2|1|SIN DATO|4|1|1|1|0|0|14|0|300|740|3|ALGUN DATO ILEGIBLE O SIN DATO|1|I|dd0dccc93420bd9f6900a68125375987d03bb7e3982faefb7e0658417d4426c5|2022-06-06 02:39:00|2022-06-06 03:21:56|2022-06-06 03:23:35|CATD|ESCANER|ACTA PREP
"=""230179C0600"""|230179C060002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|6|C|0|2|2|474|281|5|286|12|10|1|113|14|14|69|21|4|10|-|2|0|0|0|0|1|0|0|0|0|3|0|0|0|0|1|11|286|286|740|5||1|I|bf30ec7473cacd267a242deddae425fb0c8907c2ea0502fdd68a64c2f7fe4c75|2022-06-06 02:57:00|2022-06-06 03:39:45|2022-06-06 03:41:57|CATD|ESCANER|ACTA PREP
"=""230179C0700"""|230179C070002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|7|C|0|2|2|SIN DATO|268|6|274|21|7|4|81|6|25|89|8|2|7|-|1|ILEGIBLE|ILEGIBLE|ILEGIBLE|1|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|1|2|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|ILEGIBLE|19|274|274|740|6|ALGUN DATO ILEGIBLE O SIN DATO|1|I|8104b761eb2073d25bde5105cf4abc4f6af29ba5f593d8fbeee6207b75370e1f|2022-06-06 02:34:00|2022-06-06 03:06:44|2022-06-06 03:13:00|CATD|ESCANER|ACTA PREP
"=""230179C0800"""|230179C080002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|8|C|0|2|2|481|272|7|279|10|4|4|7|11|11|69|12|1|8|-|3|0|0|0|0|0|0|0|0|3|7|0|2|0|1|1|25|279|179|740|7||1|I|1136d1fbdd32b7d9e8148b5da2981c54416e2b6df640cd3ba0718beaddfac014|2022-06-06 02:36:00|2022-06-06 02:53:45|2022-06-06 02:57:58|CATD|ESCANER|ACTA PREP
"=""230179C0900"""|230179C090002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|9|C|0|2|2|452|303|5|308|13|7|9|128|17|20|74|16|2|7|-|1|1|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|1|SIN DATO|1|SIN DATO|1|5|308|308|740|5|ALGUN DATO ILEGIBLE O SIN DATO|1|I|ef7f980a43f444ff32af63245dabaeb18720231987886d207f14ddfee89c6ef9|2022-06-06 02:58:00|2022-06-06 03:32:55|2022-06-06 03:39:10|CATD|ESCANER|ACTA PREP
"=""230179C1000"""|230179C100002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|10|C|0|2|2|447|303|10|313|18|2|9|115|9|16|87|16|0|12|-|0|0|0|0|0|0|0|0|1|1|7|1|0|0|0|0|19|313|313|740|10||1|I|949970775643af9fe3959379a5afdb00507528f174488c7f5e33cd1c627700f4|2022-06-06 02:53:00|2022-06-06 03:09:39|2022-06-06 03:15:13|CATD|ESCANER|ACTA PREP
"=""230179C1100"""|230179C110002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|11|C|0|2|2|487|263|9|272|18|5|2|109|12|15|72|11|1|8|-|1|SIN DATO|SIN DATO|SIN DATO|1|SIN DATO|SIN DATO|SIN DATO|SIN DATO|3|1|1|1|SIN DATO|SIN DATO|SIN DATO|11|272|272|739|4|ALGUN DATO ILEGIBLE O SIN DATO|1|I|08df9e2a6cc08b3a0966048fc7d12cdaa6f941f8b3fe1ee70953469c233b9817|2022-06-06 02:52:00|2022-06-06 03:15:40|2022-06-06 03:21:32|CATD|ESCANER|ACTA PREP
"=""230179C1200"""|230179C120002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|12|C|0|2|2|453|302|4|306|12|6|3|116|11|15|90|15|1|10|-|2|0|0|0|0|0|0|0|0|2|4|1|1|0|1|1|15|306|306|739|4||1|I|e76e3f99f96fee1e3de4ed8a281080171e71f9535b853feac5f2668c93cb818e|2022-06-06 02:38:00|2022-06-06 03:08:31|2022-06-06 03:16:02|CATD|ESCANER|ACTA PREP
"=""230179C1300"""|230179C130002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|13|C|0|2|2|472|281|6|SIN DATO|19|8|7|103|8|18|84|13|1|11|-|0|0|0|0|0|6|1|0|0|2|4|1|1|0|0|0|5|286|292|739|6||1|I|e518c11bba51994858ab92067e53f3be132a73ccbe868831ff0741c48f3c325d|2022-06-06 02:33:00|2022-06-06 02:48:30|2022-06-06 02:55:45|CATD|ESCANER|ACTA PREP
"=""230179C1400"""|230179C140002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|14|C|0|2|2|467|287|4|290|26|4|4|94|12|20|86|20|1|3|-|4|3|0|0|0|0|0|0|0|1|2|0|0|0|0|0|10|290|290|739|4||1|I|94327a89412aabae572acfd3ef89357f8fd28a653240d29a2026794754e56206|2022-06-06 02:50:00|2022-06-06 03:17:00|2022-06-06 03:19:41|CATD|ESCANER|ACTA PREP
"=""230179C1500"""|230179C150002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|15|C|0|2|2|294|294|0|0|14|8|135|18|11|0|66|12|0|5|-|5|0|0|0|0|0|0|0|0|1|4|0|0|0|0|0|14|295|293|739|0||1|I|a511854cd58b071b945059641c095daaa14399c6876616674a3c04d316fa8b22|2022-06-06 03:00:00|2022-06-06 03:27:42|2022-06-06 03:31:45|CATD|ESCANER|ACTA PREP
"=""230179C1600"""|230179C160002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|16|C|0|2|2|481|276|2|0|17|1|6|117|11|15|63|14|SIN DATO|8|-|4|SIN DATO|SIN DATO|SIN DATO|1|3|SIN DATO|SIN DATO|SIN DATO|1|3|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|14|278|278|739|2|ALGUN DATO ILEGIBLE O SIN DATO|1|I|034f945516e7ee4fbe73154968d0c3de443b347db2289950612b8b5cf80fc8ee|2022-06-06 02:57:00|2022-06-06 03:34:36|2022-06-06 03:38:15|CATD|ESCANER|ACTA PREP
"=""230179C1700"""|230179C170002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|17|C|0|2|2|482|273|4|279|21|4|2|104|13|15|76|13|2|7|-|0|0|0|0|0|2|0|0|0|1|2|0|1|0|0|1|15|277|279|739|4||1|I|496759ab1a9bce612e2add213d76078621ff3a7c76e016a7882923c52fb34b7e|2022-06-06 02:25:00|2022-06-06 02:48:22|2022-06-06 02:52:26|CATD|ESCANER|ACTA PREP
"=""230179C1800"""|230179C180002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|18|C|0|2|2|468|285|6|0|24|7|6|98|10|13|89|18|0|4|-|0|2|0|0|0|1|1|1|0|1|4|1|2|0|1|1|7|291|291|739|6||1|I|3b29767236537db4f189b9d35de26dd8640f4afef3cdcee97e50c07fd6db4c14|2022-06-06 02:54:00|2022-06-06 03:11:24|2022-06-06 03:14:00|CATD|ESCANER|ACTA PREP
"=""230179C1900"""|230179C190002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|19|C|0|2|2|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|SIN ACTA|739|SIN ACTA|SIN ACTA POR PAQUETE ENTREGADO SIN BOLSA|0|I||N/A|N/A|N/A|CATD||
"=""230179C2000"""|230179C200002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""179"""|20|C|0|2|2|464|291|3|295|27|5|2|111|8|19|84|15|0|3|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|21|295|295|739|3|ALGUN DATO ILEGIBLE O SIN DATO|1|I|db42230fd6b528c3dbef9efd8a5e3a7cd0fe409282fe4991c00c3bf5f7f35f76|2022-06-06 02:52:00|2022-06-06 03:07:15|2022-06-06 03:12:09|CATD|ESCANER|ACTA PREP
"=""230252B0100"""|230252B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""252"""|1|B|0|1|2|318|229|5|234|23|5|1|34|6|17|44|37|2|41|-|0|0|0|0|2|0|0|0|0|0|1|0|0|0|4|0|17|234|234|532|5||1|F|5a89962d012ba72dd6d31d5754e2647bb05063d7e16de71502538ec378840b20|2022-06-06 06:43:00|2022-06-06 07:35:21|2022-06-06 07:39:56|CATD|ESCANER|ACTA PREP
"=""230252C0100"""|230252C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""252"""|1|C|0|1|2|334|213|4|SIN DATO|18|7|3|37|8|14|36|15|2|63|-|0|0|0|0|1|0|0|0|0|0|2|1|0|1|0|0|9|SIN DATO|217|531|4||1|F|bea9fe516b44977f24af25cac573cce21a772957ef5c4580b733de124aa58943|2022-06-06 06:43:00|2022-06-06 07:40:10|2022-06-06 07:42:53|CATD|ESCANER|ACTA PREP
"=""230253B0100"""|230253B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""253"""|1|B|0|1|2|309|178|7|185|19|2|1|18|4|12|37|29|2|45|-|1|1|0|0|0|0|0|0|0|0|1|1|1|0|0|0|11|185|185|474|7||1|F|ba24e662364c2fcd59064820f7ca3ba85838f1c40950d74263b283cb8ee65c62|2022-06-06 05:52:00|2022-06-06 07:10:48|2022-06-06 07:18:25|CATD|ESCANER|ACTA PREP
"=""230253C0100"""|230253C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""253"""|1|C|0|1|2|313|177|4|181|21|4|1|15|5|7|32|25|2|61|-|0|1|0|0|0|0|0|0|0|1|0|0|0|0|1|0|5|181|181|474|4||1|F|093f045078b6283b0e8f630adef452bc1c4f8307254aae37e53c9920a5e64fef|2022-06-06 06:36:00|2022-06-06 07:39:56|2022-06-06 07:44:25|CATD|ESCANER|ACTA PREP
"=""230254B0100"""|230254B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""254"""|1|B|0|1|2|411|331|4|335|27|9|1|65|9|15|80|28|3|83|-|0|0|0|0|1|0|0|0|0|0|1|1|2|0|1|0|9|335|335|726|4||1|F|dda25c47d6f74ef4719c863ab1a6ff7eb7e4cc417ab865060f24127c1aca1987|2022-06-05 22:05:29|2022-06-05 22:48:57|2022-06-05 22:58:38|CASILLA|MOVIL|ACTA PREP
"=""230255B0100"""|230255B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""255"""|1|B|0|1|2|310|284|2|286|20|5|4|85|8|11|51|27|6|50|-|1|0|0|0|0|0|0|0|0|1|0|0|0|ILEGIBLE|1|0|15|286|285|576|2|ALGUN DATO ILEGIBLE O SIN DATO|1|F|ab78b2024799a4f22d9bfe0e030f3719ae3a3a3f3db483c66969fe707cc75a3e|2022-06-05 21:52:55|2022-06-05 22:29:49|2022-06-05 22:37:41|CASILLA|MOVIL|ACTA PREP
"=""230255C0100"""|230255C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""255"""|1|C|0|1|2|335|255|6|261|20|4|0|74|7|14|43|21|3|51|-|0|0|0|0|2|2|0|0|0|6|1|0|0|0|0|0|13|261|261|576|6||1|F|14c26a8692a3f2de0b79b30d999bae8c171e01edc719b7ca3a065cbdab5d7df0|2022-06-06 06:35:00|2022-06-06 07:22:25|2022-06-06 07:29:30|CATD|ESCANER|ACTA PREP
"=""230255C0200"""|230255C020002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""255"""|2|C|0|1|2|SIN DATO|SIN DATO|SIN DATO|282|14|2|1|95|7|12|38|31|2|54|-|0|0|0|0|0|0|0|0|1|0|6|0|0|0|0|1|18|282|282|575|0||1|F|42d70e3d01942aa5e7a5b8ea5dde5737ace74d2ae2d04410792839f25e137f6a|2022-06-05 21:15:44|2022-06-05 21:43:49|2022-06-05 21:53:40|CASILLA|MOVIL|ACTA PREP
"=""230255C0300"""|230255C030002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""255"""|3|C|0|1|2|322|269|4|273|22|13|1|74|4|14|47|20|1|57|-|0|0|0|0|2|0|0|0|0|0|8|0|0|0|0|1|9|273|273|575|4||1|F|a1b1d2206f7fecdc0ff530bdef5af2a1dc4a8ee34d076bb79a1ad9dd8b5b3640|2022-06-05 21:32:41|2022-06-05 21:45:32|2022-06-05 21:52:12|CASILLA|MOVIL|ACTA PREP
"=""230256B0100"""|230256B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""256"""|1|B|0|1|2|410|262|4|270|27|3|1|71|16|11|51|22|1|41|-|0|0|0|0|2|0|0|1|0|0|2|1|0|1|0|0|19|270|270|660|4||1|F|ed56e1f5469e82ce35baa8b0817099ded68ddb47352b0814cc06c9e1e4923219|2022-06-05 21:39:56|2022-06-05 20:44:23|2022-06-05 20:49:15|CASILLA|MOVIL|ACTA PREP
"=""230256C0100"""|230256C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""256"""|1|C|0|1|2|414|263|3|266|24|5|1|75|9|14|48|25|2|46|-|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|15|66|266|660|3||1|F|8e8f860e4ba1497833662981895904722898ab3b54ad15f5a26426844b6f0939|2022-06-06 06:01:00|2022-06-06 07:05:16|2022-06-06 07:14:57|CATD|ESCANER|ACTA PREP
"=""230257B0100"""|230257B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""257"""|1|B|0|2|2|312|248|3|251|22|0|3|72|6|17|50|25|0|36|-|0|0|0|0|2|0|0|0|0|0|4|1|0|0|3|0|10|251|251|544|3||1|F|a7c727f31e1c9625f7207b622d64a38d1ac77a56355c5e771b4088e3d1ed3228|2022-06-06 06:03:00|2022-06-06 07:02:37|2022-06-06 07:10:35|CATD|ESCANER|ACTA PREP
"=""230257C0100"""|230257C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""257"""|1|C|0|2|2|319|241|4|245|30|2|4|61|7|12|38|30|2|41|-|0|0|0|0|0|0|0|0|0|0|4|1|2|0|3|0|8|245|245|544|4||1|F|bc33bc85a2b51ee7123dcfcedc3d9b11327052e00e12b85cb22214f21da3bb37|2022-06-06 06:35:00|2022-06-06 08:50:21|2022-06-06 08:52:57|CATD|ESCANER|ACTA PREP
"=""230257C0200"""|230257C020002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""257"""|2|C|0|2|2|319|241|3|245|13|6|1|62|2|16|63|19|1|39|-|0|0|0|0|0|0|0|0|1|0|3|3|0|0|2|SIN DATO|14|245|245|543|3|ALGUN DATO ILEGIBLE O SIN DATO|1|F|0b4175095e544480a5b835b6fec65d16991348c19bbd5380c37b655f7ed0b4aa|2022-06-05 21:08:15|2022-06-05 21:32:48|2022-06-05 21:34:02|CASILLA|MOVIL|ACTA PREP
"=""230258B0100"""|230258B010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""258"""|1|B|0|2|2|SIN DATO|SIN DATO|SIN DATO|SIN DATO|20|2|2|98|4|18|69|34|1|56|-|0|0|0|0|0|1|2|1|0|0|8|0|0|0|0|0|28|344|344|688|0||1|F|766b792d99a73d632d60b9ebf48a201a5b76ea8402737fbec32e621231423359|2022-06-05 22:05:20|2022-06-05 22:42:02|2022-06-05 22:52:03|CASILLA|MOVIL|ACTA PREP
"=""230258C0100"""|230258C010002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""258"""|1|C|0|2|2|360|347|1|SIN DATO|24|1|3|117|5|20|52|25|1|68|-|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|0|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|SIN DATO|4|15|1|348|336|688|1|ALGUN DATO ILEGIBLE O SIN DATO|1|F|0804af24fc05f2bd4e2a78eaad60009c22b27ae8e86fd1b12da57ba74ecc2f5d|2022-06-06 05:54:00|2022-06-06 07:08:29|2022-06-06 07:15:50|CATD|ESCANER|ACTA PREP
"=""230258C0200"""|230258C020002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""258"""|2|C|0|2|2|403|301|3|304|37|4|2|76|4|25|53|22|0|49|-|0|0|0|0|0|0|0|0|0|0|6|1|3|0|3|0|19|304|304|687|3||1|F|2f91614471107b75e6a579852d52198f0a4a0f05a5ea8b2740cf43b9c4629969|2022-06-05 21:24:34|2022-06-05 20:40:29|2022-06-05 20:44:38|CASILLA|MOVIL|ACTA PREP
"=""230258C0300"""|230258C030002|23|QUINTANA ROO|"=""01"""|DISTRITO 01|"=""258"""|3|C|0|2|2|384|319|4|323|21|5|1|103|10|20|62|31|4|44|-|0|0|0|0|0|1|0|1|0|1|3|1|0|0|1|1|12|323|322|687|4||1|F|cf7b970c83482483ffdc42d12615b0cc003369151101c04b1a3880fbf3cfc2c0|2022-06-05 22:02:29|2022-06-05 22:36:56|2022-06-05 22:44:19|CASILLA|MOVIL|ACTA PREP
